year,area,species,gear,effort,catch,fleet,area.n,gear.n,species.n,harvest,licenses,landed.value,wholesale.value,abundance
2001,E,Pink,Gillnet,2.506849315068493,1,NA,5,3,5,1.6428810647557398e-6,406,6.481090438944661e-7,6.526307348983811e-6,22453134
2001,E,Sockeye,Gillnet,2.506849315068493,7326,NA,5,3,1,0.020882776673868144,406,0.06931921701464563,0.22535996493882707,6138584
2001,F,Chinook,Troll,4.378082191780822,13351,NA,6,2,2,0.09158141266854813,143,0.4055748275321418,0.6672360065851364,265714.59559530683
2001,F,Chum,Troll,4.378082191780822,3292,NA,6,2,4,0.016919900396111548,143,0.016628177975488937,0.07759816388561504,1513470
2001,F,Coho,Troll,4.378082191780822,8948,NA,6,2,3,0.07720448662640207,143,0.07720448662640207,3.8602243313201035,1434794
2001,F,Pink,Troll,4.378082191780822,179865,NA,6,2,5,0.2954968027122911,143,0.11657213318007814,1.1738542713249729,14109534
2001,F,Sockeye,Troll,4.378082191780822,3687,NA,6,2,1,0.010509800381729708,143,0.03488669848935278,0.11341826245283311,1380063
2001,G,Chinook,Troll,8.038356164383561,58481,NA,7,2,2,0.4011514189401066,239,1.7765277124490435,2.9226746237064907,386518
2001,G,Chum,Troll,8.038356164383561,341,NA,7,2,4,0.0017526385282727942,239,0.0017224206226129184,0.008037962905526953,1873597
2001,G,Coho,Troll,8.038356164383561,0,NA,7,2,3,0,239,0,0,62979
2001,G,Pink,Troll,8.038356164383561,27292,NA,7,2,5,0.04483751001931365,239,0.01768819202596777,0.17811598016846614,22453134
2001,G,Sockeye,Troll,8.038356164383561,43774,NA,7,2,1,0.12477786870350863,239,0.41419320305748,1.3465611664253638,6138584
2001,H,Chinook,Troll,2.947945205479452,669,NA,8,2,2,0.004589016933207902,156,0.020322789275634995,0.03343426622765757,386518
2001,H,Chum,Troll,2.947945205479452,8637,NA,8,2,4,0.04439160987886253,156,0.04362623729474421,0.203589107375473,1873597
2001,H,Coho,Troll,2.947945205479452,0,NA,8,2,3,0,156,0,0,62979
2001,H,Pink,Troll,2.947945205479452,94132,NA,8,2,5,0.1546476803875873,156,0.06100780051987388,0.614334363374544,22453134
2001,H,Sockeye,Troll,2.947945205479452,59930,NA,8,2,1,0.17083057685843814,156,0.5670626092939821,1.843546641930645,6138584
2002,A,Chinook,Seine,4.293150684931507,0,NA,1,1,2,0,109,0,0,139439.56890681927
2002,A,Chum,Seine,4.293150684931507,423181,NA,1,1,4,1.9389134727370545,109,0.9381839384211553,6.317105185369113,2247284
2002,A,Coho,Seine,4.293150684931507,923,NA,1,1,3,0.0036297426539986157,109,0.007985433838796956,0.05880183099477757,1442114
2002,A,Pink,Seine,4.293150684931507,4732782,NA,1,1,5,7.641248021489101,109,2.4878481930429635,28.521402498813973,14406649
2002,A,Sockeye,Seine,4.293150684931507,131085,NA,1,1,1,0.3527608800434197,109,1.4075508381930508,3.6149258499498953,1078085
2002,B,Chinook,Seine,2.723287671232877,3,NA,2,1,2,1.9470256320197907e-5,167,8.131695286670891e-5,1.351464850460796e-4,452404
2002,B,Chum,Seine,2.723287671232877,1234584,NA,2,1,4,5.65656669563521,167,2.7370484011138108,18.429459234166327,2300140
2002,B,Coho,Seine,2.723287671232877,21,NA,2,1,3,8.25835273390801e-5,167,1.8168376014597622e-4,0.0013378531428930975,57570
2002,B,Pink,Seine,2.723287671232877,70875,NA,2,1,5,0.11443025550786833,167,0.03725636225837573,0.4271175816049504,983718
2002,B,Sockeye,Seine,2.723287671232877,872761,NA,2,1,1,2.3486740544499756,167,9.371442019240991,24.06809550847252,10756210
2002,C,Chinook,Gillnet,35.035616438356165,18190,NA,3,3,2,0.1180546541548,713,0.4930517908818117,0.8194381876627295,139439.56890681927
2002,C,Chum,Gillnet,35.035616438356165,530202,NA,3,3,4,2.429257932355497,713,1.1754473866236277,7.914679069932426,2247284
2002,C,Coho,Gillnet,35.035616438356165,749,NA,3,3,3,0.0029454791417605234,713,0.006480054111873152,0.047716762096520475,1442114
2002,C,Pink,Gillnet,35.035616438356165,430431,NA,3,3,5,0.6949464452699438,713,0.22626163334370264,2.5939280108331624,14406649
2002,C,Sockeye,Gillnet,35.035616438356165,1154468,NA,3,3,1,3.1067715426018743,713,12.396326056124309,31.836718283098413,1078085
2002,D,Chinook,Gillnet,8.704109589041096,761,NA,4,3,2,0.004938955019890202,286,0.020627400377188493,0.03428215837335553,452404
2002,D,Chum,Gillnet,8.704109589041096,341756,NA,4,3,4,1.5658437235809848,286,0.7576663178617669,5.101619873602563,2300140
2002,D,Coho,Gillnet,8.704109589041096,1212,NA,4,3,3,0.004766249292141194,286,0.010485748442710628,0.07721323853268734,57570
2002,D,Pink,Gillnet,8.704109589041096,38414,NA,4,3,5,0.0620207948512064,286,0.02019281692829976,0.2314962226422937,983718
2002,D,Sockeye,Gillnet,8.704109589041096,352000,NA,4,3,1,0.9472619275682477,286,3.779668879306968,9.707090049833033,10756210
2002,E,Chinook,Gillnet,6.55068493150685,4450,NA,5,3,2,0.028880880208293564,406,0.12062014675228488,0.20046728615168477,452404
2002,E,Chum,Gillnet,6.55068493150685,137859,NA,5,3,4,0.6316367522125463,406,0.3056306865544579,2.057913289466683,2300140
2002,E,Coho,Gillnet,6.55068493150685,83,NA,5,3,3,3.264015604354118e-4,406,7.180834329579061e-4,0.005287705279053671,57570
2002,E,Pink,Gillnet,6.55068493150685,40,NA,5,3,5,6.458144931660998e-5,406,2.102651838215209e-5,2.4105401430967217e-4,983718
2002,E,Sockeye,Gillnet,6.55068493150685,919541,NA,5,3,1,2.4745630117557784,406,9.873751423144343,25.358145714527037,10756210
2002,F,Chinook,Troll,12.065753424657535,103503,NA,6,2,2,0.671743313303148,150,2.805516190854324,4.662688880574793,139439.56890681927
2002,F,Chum,Troll,12.065753424657535,1089,NA,6,2,4,0.004989535853005339,150,0.002414291541776777,0.016256229714630296,2247284
2002,F,Coho,Troll,12.065753424657535,124145,NA,6,2,3,0.4882062857861952,150,1.0740538287296295,7.908941829736362,1442114
2002,F,Pink,Troll,12.065753424657535,34680,NA,6,2,5,0.05599211655750086,150,0.01822999143732586,0.20899383040648578,14406649
2002,F,Sockeye,Troll,12.065753424657535,1919,NA,6,2,1,0.005164192156259849,150,0.020605638009630885,0.05292018694781133,1078085
2002,G,Chinook,Troll,12.967123287671233,134462,NA,7,2,2,0.8726698684421504,236,3.6446800387878047,6.057355557421985,452404
2002,G,Chum,Troll,12.967123287671233,2197,NA,7,2,4,0.010066125132279825,236,0.004870705709167656,0.03279608510839555,2300140
2002,G,Coho,Troll,12.967123287671233,5,NA,7,2,3,1.966274460454288e-5,236,4.325803812999434e-5,3.1853646259359463e-4,57570
2002,G,Pink,Troll,12.967123287671233,1493,NA,7,2,5,0.0024105025957424676,236,7.848147986138267e-4,0.008997341084108514,983718
2002,G,Sockeye,Troll,12.967123287671233,198334,NA,7,2,1,0.5337336566543205,236,2.129650134967239,5.469448857794275,10756210
2002,H,Chinook,Troll,3.6054794520547944,569,NA,8,2,2,0.003692858615397537,152,0.015423115393719124,0.025632783330406434,452404
2002,H,Chum,Troll,3.6054794520547944,35516,NA,8,2,4,0.16272576249342297,152,0.07873827217423691,0.5301710326398619,2300140
2002,H,Coho,Troll,3.6054794520547944,6,NA,8,2,3,2.3595293525451456e-5,152,5.190964575599321e-5,3.8224375511231354e-4,57570
2002,H,Pink,Troll,3.6054794520547944,17892,NA,8,2,5,0.028887282279319648,152,0.00940516167233663,0.10782346060071636,983718
2002,H,Sockeye,Troll,3.6054794520547944,123025,NA,8,2,1,0.331070734770124,152,1.321005011013465,3.3926555493770136,10756210
2003,A,Chinook,Seine,3.4657534246575343,13,NA,1,1,2,8.756728290355965e-5,109,3.263871453678132e-4,6.885972701052645e-4,203635.10273435217
2003,A,Chum,Seine,3.4657534246575343,625712,NA,1,1,4,2.8864529636951426,109,1.9172789758850948,9.607463879160475,2710966
2003,A,Coho,Seine,3.4657534246575343,9699,NA,1,1,3,0.03154415620845682,109,0.09857548815142755,0.5599087727001085,1008427
2003,A,Pink,Seine,3.4657534246575343,8230087,NA,1,1,5,12.303850684056581,109,3.492706000635417,26.433434050263493,12694842
2003,A,Sockeye,Seine,3.4657534246575343,233791,NA,1,1,1,0.5973494472292796,109,2.296061937787544,7.018856004944036,1222587
2003,B,Chinook,Seine,2.197260273972603,26,NA,2,1,2,1.751345658071193e-4,167,6.527742907356264e-4,0.001377194540210529,631523
2003,B,Chum,Seine,2.197260273972603,849239,NA,2,1,4,3.917598557220413,167,2.602200501511369,13.039598117463566,1909655
2003,B,Coho,Seine,2.197260273972603,124,NA,2,1,3,4.0328645941320197e-4,167,0.001260270185666256,0.007158334654584334,22500
2003,B,Pink,Seine,2.197260273972603,896338,NA,2,1,5,1.3400112191336382,167,0.3803902815605167,2.8788628127193645,23090545
2003,B,Sockeye,Seine,2.197260273972603,657059,NA,2,1,1,1.6788235237756084,167,6.452977919512495,19.7261764043634,2484553
2003,C,Chinook,Gillnet,33.15068493150685,16204,NA,3,3,2,0.10914925016686773,713,0.4068290233492342,0.8583100126758234,203635.10273435217
2003,C,Chum,Gillnet,33.15068493150685,795028,NA,3,3,4,3.6675194447615227,713,2.4360895581992597,12.207218005921565,2710966
2003,C,Coho,Gillnet,33.15068493150685,691,NA,3,3,3,0.0022473463181816337,713,0.007022957244317605,0.039890397147723994,1008427
2003,C,Pink,Gillnet,33.15068493150685,954661,NA,3,3,5,1.4272031872679036,713,0.4051415499341146,3.066184912001367,12694842
2003,C,Sockeye,Gillnet,33.15068493150685,951335,NA,3,3,1,2.4307156236975196,713,9.343063178587341,28.560908578445858,1222587
2003,D,Chinook,Gillnet,12.512328767123288,9474,NA,4,3,2,0.06381634140217878,287,0.2378609088626663,0.5018285028444058,631523
2003,D,Chum,Gillnet,12.512328767123288,372885,NA,4,3,4,1.7201444328500384,287,1.1425776889733832,5.725444243646844,1909655
2003,D,Coho,Gillnet,12.512328767123288,6461,NA,4,3,3,0.021013175921521757,287,0.06566617475475549,0.37298387260701116,22500
2003,D,Pink,Gillnet,12.512328767123288,33127,NA,4,3,5,0.049524344227557054,287,0.01405852352266136,0.10639746211468709,23090545
2003,D,Sockeye,Gillnet,12.512328767123288,321268,NA,4,3,1,0.8208582118749492,287,3.155173751894336,9.645083989530653,2484553
2003,E,Chinook,Gillnet,4.947945205479452,4702,NA,5,3,2,0.03167241263173365,405,0.11805171980918905,0.24906033569499644,631523
2003,E,Chum,Gillnet,4.947945205479452,233678,NA,5,3,4,1.07797286235577,405,0.7160257698859493,3.587997264483439,1909655
2003,E,Coho,Gillnet,4.947945205479452,18,NA,5,3,3,5.854158281804544e-5,405,1.82942446306392e-4,0.0010391130950203064,22500
2003,E,Pink,Gillnet,4.947945205479452,14392,NA,5,3,5,0.021515813750807532,405,0.006107714871196978,0.046224296638831666,23090545
2003,E,Sockeye,Gillnet,4.947945205479452,214402,NA,5,3,1,0.5478094374242465,405,2.1056425250994475,6.436760889734897,2484553
2003,F,Chinook,Troll,14.18904109589041,139862,NA,6,2,2,0.9421027170352045,155,3.5114737634948527,7.408353183958654,203635.10273435217
2003,F,Chum,Troll,14.18904109589041,3970,NA,6,2,4,0.018313886046407477,155,0.012164698030825405,0.06095716815446577,2710966
2003,F,Coho,Troll,14.18904109589041,228700,NA,6,2,3,0.743803332804833,155,2.324385415015103,13.202509157285785,1008427
2003,F,Pink,Troll,14.18904109589041,128492,NA,6,2,5,0.19209352004368827,155,0.054529773431756676,0.41269123983579475,12694842
2003,F,Sockeye,Troll,14.18904109589041,3597,NA,6,2,1,0.009190541815911302,155,0.03532614510490907,0.1079888663369578,1222587
2003,G,Chinook,Troll,9.473972602739726,155307,NA,7,2,2,1.0461393850694722,232,3.899246798895305,8.226459709864486,631523
2003,G,Chum,Troll,9.473972602739726,3493,NA,7,2,4,0.01611345187911872,232,0.010703095773721194,0.053633095305679834,1909655
2003,G,Coho,Troll,9.473972602739726,283,NA,7,2,3,9.204037743059368e-4,232,0.0028762617947060524,0.016337166993930376,22500
2003,G,Pink,Troll,9.473972602739726,1644,NA,7,2,5,0.0024577541555258187,232,6.976850506008776e-4,0.005280207314774823,23090545
2003,G,Sockeye,Troll,9.473972602739726,15,NA,7,2,1,3.832586245167348e-5,232,1.4731503379861996e-4,4.503288838071634e-4,2484553
2003,H,Chinook,Troll,5.4301369863013695,1018,NA,8,2,2,0.0068571918458325935,151,0.025558624152648753,0.05392246315131994,631523
2003,H,Chum,Troll,5.4301369863013695,85818,NA,8,2,4,0.3958844011915862,151,0.2629597117403967,1.3176882258639657,1909655
2003,H,Coho,Troll,5.4301369863013695,3,NA,8,2,3,9.756930469674242e-6,151,3.0490407717732e-5,1.7318551583671776e-4,22500
2003,H,Pink,Troll,5.4301369863013695,109261,NA,8,2,5,0.16334347736429833,151,0.046368470993736303,0.35092501911168605,23090545
2003,H,Sockeye,Troll,5.4301369863013695,123369,NA,8,2,1,0.31521488832003375,151,1.2116072269801297,3.7037749377603966,2484553
2004,A,Chinook,Seine,4.30958904109589,32,NA,1,1,2,2.038384261974844e-4,109,0.0012570036282178205,0.002284689026963471,205610.9422027499
2004,A,Chum,Seine,4.30958904109589,647778,NA,1,1,4,2.7990632144417633,109,2.1922732868355066,9.160570519991223,2255412
2004,A,Coho,Seine,4.30958904109589,62537,NA,1,1,3,0.21273741623104922,109,0.69139660275091,3.421526777716042,900970
2004,A,Pink,Seine,4.30958904109589,1851032,NA,1,1,5,2.8426769571647776,109,0.86859573691146,18.08258397752039,8837295
2004,A,Sockeye,Seine,4.30958904109589,204323,NA,1,1,1,0.4857620502889649,109,2.4508903446397774,11.128366970256286,1013815
2004,B,Chinook,Seine,1.7726027397260273,73,NA,2,1,2,4.650064097630113e-4,166,0.002867539526871903,0.005211946842760418,463947
2004,B,Chum,Seine,1.7726027397260273,941384,NA,2,1,4,4.067741301902882,166,3.1859232574344247,13.312607897136703,2857822
2004,B,Coho,Seine,1.7726027397260273,18,NA,2,1,3,6.123212645568041e-5,166,1.9900441098096133e-4,9.848167004955267e-4,42025
2004,B,Pink,Seine,1.7726027397260273,55814,NA,2,1,5,0.08571498044722885,166,0.026190688469986595,0.545242514511539,1605404
2004,B,Sockeye,Seine,1.7726027397260273,567811,NA,2,1,1,1.3499265160389553,166,6.810992876378364,30.92558927652879,963601
2004,C,Chinook,Gillnet,33.28219178082192,16478,NA,3,3,2,0.10496404959006712,718,0.647278305805414,1.1764720558220023,205610.9422027499
2004,C,Chum,Gillnet,33.28219178082192,922226,NA,3,3,4,3.9849591557628843,718,3.121086891226874,13.04168450976944,2255412
2004,C,Coho,Gillnet,33.28219178082192,16301,NA,3,3,3,0.0554524940752248,718,0.1802206057444806,0.8918609463765322,900970
2004,C,Pink,Gillnet,33.28219178082192,355584,NA,3,3,5,0.546079399565475,718,0.16685759431167294,3.4736717361248273,8837295
2004,C,Sockeye,Gillnet,33.28219178082192,447521,NA,3,3,1,1.063946391289125,718,5.3680931560496745,24.374044600441767,1013815
2004,D,Chinook,Gillnet,9.668493150684931,12680,NA,4,3,2,0.08077097638075319,290,0.4980876876813114,0.9053080269342754,463947
2004,D,Chum,Gillnet,9.668493150684931,454364,NA,4,3,4,1.9633169980558423,290,1.537702823652128,6.425401084546392,2857822
2004,D,Coho,Gillnet,9.668493150684931,2894,NA,4,3,3,0.009844765220152173,290,0.03199548696549456,0.15833664062411412,42025
2004,D,Pink,Gillnet,9.668493150684931,34293,NA,4,3,5,0.05266463296801553,290,0.016091971184671414,0.3350055819354321,1605404
2004,D,Sockeye,Gillnet,9.668493150684931,207572,NA,4,3,1,0.49348629524126514,290,2.489862671444565,11.305322400072619,963601
2004,E,Chinook,Gillnet,5.66027397260274,7665,NA,5,3,2,0.04882567302511618,398,0.3010916503215498,0.5472544184898438,463947
2004,E,Chum,Gillnet,5.66027397260274,233752,NA,5,3,4,1.010047615853257,398,0.791086244584369,3.3056103791561133,2857822
2004,E,Coho,Gillnet,5.66027397260274,22,NA,5,3,3,7.483926566805385e-5,398,2.43227613421175e-4,0.0012036648561611994,42025
2004,E,Pink,Gillnet,5.66027397260274,17,NA,5,3,5,2.6107332705107865e-5,398,7.97724054878296e-6,1.6607164415193614e-4,1605404
2004,E,Sockeye,Gillnet,5.66027397260274,274263,NA,5,3,1,0.6520389637896976,398,3.289832953666201,14.937619897727616,963601
2004,F,Chinook,Troll,15.084931506849315,169306,NA,6,2,2,1.078470893305978,160,6.650570508720198,12.087861262471169,205610.9422027499
2004,F,Chum,Troll,15.084931506849315,143,NA,6,2,4,6.17906195741708e-4,160,4.8395450295854047e-4,0.002022238458791044,2255412
2004,F,Coho,Troll,15.084931506849315,270741,NA,6,2,3,0.9210026193742983,160,2.9932585129664697,14.812792128269965,900970
2004,F,Pink,Troll,15.084931506849315,38129,NA,6,2,5,0.058555675806650456,160,0.017892012052032086,0.37247915999230424,8837295
2004,F,Sockeye,Troll,15.084931506849315,2635,NA,6,2,1,0.00626450767907393,160,0.03160728874441846,0.14351417592060273,1013815
2004,G,Chinook,Troll,9.26027397260274,169852,NA,7,2,2,1.0819488864529725,232,6.672018133126664,12.126843768993732,463947
2004,G,Chum,Troll,9.26027397260274,3562,NA,7,2,4,0.015391481603020729,232,0.012054866710058192,0.050372121609886016,2857822
2004,G,Coho,Troll,9.26027397260274,233,NA,7,2,3,7.92615859120752e-4,232,0.002576001542142444,0.012747905067525428,42025
2004,G,Pink,Troll,9.26027397260274,61,NA,7,2,5,9.367925264773999e-5,232,2.8624216086809442e-5,5.959041348981238e-4,1605404
2004,G,Sockeye,Troll,9.26027397260274,10,NA,7,2,1,2.3774222690982655e-5,232,1.1995175994086702e-4,5.446458289206935e-4,963601
2004,H,Chinook,Troll,4.010958904109589,683,NA,8,2,2,0.004350676409152558,146,0.026829171189774105,0.04876383141925158,463947
2004,H,Chum,Troll,4.010958904109589,106193,NA,8,2,4,0.4588623261846098,146,0.3593886750536804,1.50173124933145,2857822
2004,H,Coho,Troll,4.010958904109589,10,NA,8,2,3,3.4017848030933565e-5,146,1.1055800610053408e-4,5.471203891641816e-4,42025
2004,H,Pink,Troll,4.010958904109589,9239,NA,8,2,5,0.014188567462499503,146,0.004335395613541515,0.09025505413645517,1605404
2004,H,Sockeye,Troll,4.010958904109589,146609,NA,8,2,1,0.3485515014502276,146,1.7586007573170575,7.984998033223396,963601
2005,A,Chinook,Seine,3.632876712328767,0,217,1,1,2,0,110,0,0,179906.19037563528
2005,A,Chum,Seine,3.632876712328767,265066,217,1,1,4,1.1398833462276983,110,1.0861152638584672,5.8177065123508,1422119
2005,A,Coho,Seine,3.632876712328767,89459,217,1,1,3,0.23690559878278958,110,0.7537905415816032,5.168849427988136,1491892
2005,A,Pink,Seine,3.632876712328767,7536924,217,1,1,5,11.742168093408884,110,3.914056031136295,43.70695901435529,12003530
2005,A,Sockeye,Seine,3.632876712328767,71305,217,1,1,1,0.18581215092088843,110,0.7845401927770844,13.935911319066632,904287
2005,B,Chinook,Seine,1.6191780821917807,4755,249,2,1,2,0.030203626068492404,166,0.18122175641095442,0.35812870909783845,352141
2005,B,Chum,Seine,1.6191780821917807,1004788,249,2,1,4,4.32096575075429,166,4.117146611567767,22.053230859981802,1387110
2005,B,Coho,Seine,1.6191780821917807,2511,249,2,1,3,0.006649637918416086,166,0.021157938831323907,0.14508300912907823,14503
2005,B,Pink,Seine,1.6191780821917807,93812,249,2,1,5,0.14615462132547366,166,0.04871820710849122,0.5440199793781519,9978925
2005,B,Sockeye,Seine,1.6191780821917807,56129,249,2,1,1,0.14626534210838718,166,0.6175647777909681,10.969900658129038,3758238
2005,C,Chinook,Gillnet,22.39178082191781,11412,1152,3,3,2,0.07248870256438178,721,0.4349322153862906,0.8595089018348123,179906.19037563528
2005,C,Chum,Gillnet,22.39178082191781,488267,1152,3,3,4,2.099731469945446,721,2.0006875326838682,10.716554011702701,1422119
2005,C,Coho,Gillnet,22.39178082191781,11449,1152,3,3,3,0.030319276992411694,721,0.09647042679403721,0.6615114980162551,1491892
2005,C,Pink,Gillnet,22.39178082191781,378570,1152,3,3,5,0.5897940028480851,721,0.19659800094936172,2.195344343934539,12003530
2005,C,Sockeye,Gillnet,22.39178082191781,133689,1152,3,3,1,0.34837726168519256,721,1.470926216004146,26.12829462638944,904287
2005,D,Chinook,Gillnet,7.087671232876713,18636,450,4,3,2,0.11837534708988948,294,0.7102520825393368,1.4035934012086895,352141
2005,D,Chum,Gillnet,7.087671232876713,300413,450,4,3,4,1.2918887208857475,294,1.2309505736741557,6.59350752829424,1387110
2005,D,Coho,Gillnet,7.087671232876713,1563,450,4,3,3,0.004139141404414314,294,0.013169995377681907,0.09030853973267594,14503
2005,D,Pink,Gillnet,7.087671232876713,8899,450,4,3,5,0.013864217532675884,294,0.004621405844225295,0.05160569859384913,9978925
2005,D,Sockeye,Gillnet,7.087671232876713,52355,450,4,3,1,0.13643075747090827,294,0.5760409759882793,10.23230681031812,3758238
2005,E,Chinook,Gillnet,3.3726027397260276,140,299,5,3,2,8.892760566958858e-4,391,0.005335656340175314,0.010544273243679788,352141
2005,E,Chum,Gillnet,3.3726027397260276,355042,299,5,3,4,1.526813936949192,391,1.4547944116213998,7.792512640467103,1387110
2005,E,Coho,Gillnet,3.3726027397260276,0,299,5,3,3,0,391,0,0,14503
2005,E,Pink,Gillnet,3.3726027397260276,3602,299,5,3,5,0.005611744190661708,391,0.001870581396887236,0.02088815893190747,9978925
2005,E,Sockeye,Gillnet,3.3726027397260276,11511,299,5,3,1,0.029996264907795344,391,0.1266508962773581,2.2497198680846506,3758238
2005,F,Chinook,Troll,15.857534246575343,155269,359,6,2,2,0.9862643146222393,168,5.917585887733435,11.694276873377978,179906.19037563528
2005,F,Chum,Troll,15.857534246575343,54,359,6,2,4,2.3222027984085364e-4,168,2.2126649305590773e-4,0.0011851997301311494,1422119
2005,F,Coho,Troll,15.857534246575343,308380,359,6,2,3,0.8166528639112516,168,2.598440930626709,17.817880667154576,1491892
2005,F,Pink,Troll,15.857534246575343,43664,359,6,2,5,0.06802642930068097,168,0.022675476433560323,0.2532094868414236,12003530
2005,F,Sockeye,Troll,15.857534246575343,207,359,6,2,1,5.394168044404167e-4,168,0.002277537618748426,0.04045626033303125,904287
2005,G,Chinook,Troll,13.378082191780821,140394,509,7,2,2,0.8917787335983014,227,5.350672401589808,10.573947841237,352141
2005,G,Chum,Troll,13.378082191780821,2254,509,7,2,4,0.009693046495579335,227,0.009235827321259556,0.049471114661400195,1387110
2005,G,Coho,Troll,13.378082191780821,2010,509,7,2,3,0.0053228881784214786,227,0.01693646238588652,0.11613574207465044,14503
2005,G,Pink,Troll,13.378082191780821,71,509,7,2,5,1.1061461341948397e-4,227,3.687153780649466e-5,4.1173217217252363e-4,9978925
2005,G,Sockeye,Troll,13.378082191780821,0,509,7,2,1,0,227,0,0,3758238
2005,H,Chinook,Troll,2.0657534246575344,0,113,8,2,2,0,143,0,0,352141
2005,H,Chum,Troll,2.0657534246575344,49017,113,8,2,4,0.21079150846220598,143,0.20084851278002647,1.075832132811825,1387110
2005,H,Coho,Troll,2.0657534246575344,4,113,8,2,3,1.0592812295366126e-5,143,3.370440275798313e-5,2.3111590462617e-4,14503
2005,H,Pink,Troll,2.0657534246575344,21997,113,8,2,5,0.03427027678011815,143,0.011423425593372718,0.12756158579266202,9978925
2005,H,Sockeye,Troll,2.0657534246575344,20177,113,8,2,1,0.052578806102387854,143,0.22199940354341538,3.943410457679089,3758238
2006,A,Chinook,Seine,3.0383561643835617,0,180,1,1,2,0,111,0,0,196155.96999423383
2006,A,Chum,Seine,3.0383561643835617,169863,180,1,1,4,0.7303641345631414,111,0.7598737965656926,3.769859320825912,1575906
2006,A,Coho,Seine,3.0383561643835617,1648,180,1,1,3,0.006630234351426559,111,0.026520937405706237,0.23868843665135617,998901
2006,A,Pink,Seine,3.0383561643835617,397365,180,1,1,5,0.7193475182807377,111,0.25690982795740636,4.367467075275908,2856983
2006,A,Sockeye,Seine,3.0383561643835617,307875,180,1,1,1,0.7166011365711646,111,2.2945017161365175,7.855050920106997,813048
2006,B,Chinook,Seine,2.0493150684931507,2142,323,2,1,2,0.015625341941131413,165,0.11250246197614618,0.22812999234051862,470298
2006,B,Chum,Seine,2.0493150684931507,894219,323,2,1,4,3.8448955101753635,165,4.000244823717803,19.845874805046574,1195769
2006,B,Coho,Seine,2.0493150684931507,807,323,2,1,3,0.0032467227679619137,165,0.012986891071847655,0.11688201964662889,9940
2006,B,Pink,Seine,2.0493150684931507,17537,323,2,1,5,0.03174712777443735,165,0.011338259919441911,0.19275041863051248,647258
2006,B,Sockeye,Seine,2.0493150684931507,1569516,323,2,1,1,3.6531610214100785,165,11.697140578168808,40.044265042379706,4924072
2006,C,Chinook,Gillnet,32.865753424657534,15474,1242,3,3,2,0.11287887077360761,699,0.8127278695699749,1.6480315132946712,196155.96999423383
2006,C,Chum,Gillnet,32.865753424657534,400329,1242,3,3,4,1.7213044843522596,699,1.7908521402856843,8.884713045494996,1575906
2006,C,Coho,Gillnet,32.865753424657534,4389,1242,3,3,3,0.01765782680122037,699,0.07063130720488148,0.6356817648439334,998901
2006,C,Pink,Gillnet,32.865753424657534,294680,1242,3,3,5,0.5334574677864629,699,0.19052052420945104,3.238848911560668,2856983
2006,C,Sockeye,Gillnet,32.865753424657534,936152,1242,3,3,1,2.1789609003763504,699,6.976865190628121,23.88476371566384,813048
2006,D,Chinook,Gillnet,15.553424657534247,17971,788,4,3,2,0.13109384688332057,331,0.9438756975599081,1.9139701644964802,470298
2006,D,Chum,Gillnet,15.553424657534247,374629,788,4,3,4,1.6108015598879988,331,1.6758844511966047,8.314339364674417,1195769
2006,D,Coho,Gillnet,15.553424657534247,1383,788,4,3,3,0.005564086230596439,331,0.022256344922385755,0.20030710430147183,9940
2006,D,Pink,Gillnet,15.553424657534247,23250,788,4,3,5,0.04208933801423667,331,0.015031906433655954,0.2555424093721512,647258
2006,D,Sockeye,Gillnet,15.553424657534247,466692,788,4,3,1,1.086259090957921,331,3.478118050855651,11.907070804731058,4924072
2006,E,Chinook,Gillnet,7.72054794520548,3452,449,5,3,2,0.02518145676040413,376,0.18130648867490973,0.3676492687019003,470298
2006,E,Chum,Gillnet,7.72054794520548,393000,449,5,3,4,1.6897918021188523,376,1.7580662183660787,8.722056675583167,1195769
2006,E,Coho,Gillnet,7.72054794520548,1,449,5,3,3,4.023200455962718e-6,376,1.609280182385087e-5,1.4483521641465787e-4,9940
2006,E,Pink,Gillnet,7.72054794520548,250,449,5,3,5,4.525735270348029e-4,376,1.616334025124296e-4,0.0027477678427113034,647258
2006,E,Sockeye,Gillnet,7.72054794520548,782424,449,5,3,1,1.8211479583615329,376,5.831175674369138,19.96258338973219,4924072
2006,F,Chinook,Troll,15.520547945205479,129292,394,6,2,2,0.9431520589415326,246,6.7906948243790355,13.770020060546376,196155.96999423383
2006,F,Chum,Troll,15.520547945205479,160,394,6,2,4,6.879559499720518e-4,246,7.157521499709227e-4,0.0035509645498557423,1575906
2006,F,Coho,Troll,15.520547945205479,138263,394,6,2,3,0.5562597646427733,246,2.225039058571093,20.02535152713984,998901
2006,F,Pink,Troll,15.520547945205479,38102,394,6,2,5,0.06897582610832023,246,0.024634223610114372,0.4187818013719443,2856983
2006,F,Sockeye,Troll,15.520547945205479,11291,394,6,2,1,0.02628061204393023,246,0.08414849817912275,0.28807593971231216,813048
2006,G,Chinook,Troll,13.331506849315069,105834,519,7,2,2,0.7720319509793194,169,5.5586300470511,11.271666484298063,470298
2006,G,Chum,Troll,13.331506849315069,1689,519,7,2,4,0.007262234996892472,169,0.007555658633130552,0.037484869529414676,1195769
